angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.06,,"[436, 74, 175, 234]",,0.0,,0.04,,0.0,,0.59,,0.22,,0.09,
0.13,,"[436, 77, 175, 243]",,0.0,,0.08,,0.0,,0.27,,0.5,,0.02,
0.16,,"[428, 79, 185, 244]",,0.0,,0.06,,0.0,,0.38,,0.39,,0.01,
0.12,,"[436, 73, 181, 251]",,0.0,,0.06,,0.0,,0.56,,0.24,,0.03,
0.07,,"[430, 80, 189, 247]",,0.0,,0.05,,0.0,,0.6,,0.27,,0.01,
0.06,,"[430, 80, 187, 246]",,0.0,,0.05,,0.0,,0.68,,0.2,,0.01,
0.06,,"[430, 80, 187, 246]",,0.0,,0.05,,0.0,,0.68,,0.2,,0.01,
0.08,,"[433, 83, 183, 242]",,0.0,,0.03,,0.0,,0.73,,0.16,,0.0,
0.08,,"[433, 83, 183, 242]",,0.0,,0.03,,0.0,,0.72,,0.17,,0.0,
0.06,,"[439, 79, 176, 239]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.0,
0.04,,"[433, 77, 183, 250]",,0.0,,0.01,,0.0,,0.84,,0.1,,0.0,
0.03,,"[434, 77, 183, 250]",,0.0,,0.01,,0.0,,0.88,,0.08,,0.0,
0.03,,"[434, 77, 184, 250]",,0.0,,0.01,,0.0,,0.88,,0.08,,0.0,
0.06,,"[416, 66, 233, 290]",,0.0,,0.06,,0.0,,0.7,,0.18,,0.0,
0.06,,"[416, 66, 232, 290]",,0.0,,0.05,,0.0,,0.72,,0.18,,0.0,
0.07,,"[416, 68, 235, 292]",,0.0,,0.05,,0.0,,0.64,,0.24,,0.0,
0.13,,"[410, 72, 238, 298]",,0.0,,0.02,,0.0,,0.63,,0.22,,0.0,
0.24,,"[404, 75, 235, 300]",,0.0,,0.06,,0.01,,0.5,,0.18,,0.02,
0.11,,"[403, 75, 236, 302]",,0.0,,0.04,,0.01,,0.64,,0.18,,0.02,
0.16,,"[403, 75, 248, 314]",,0.0,,0.04,,0.08,,0.57,,0.12,,0.03,
0.15,,"[403, 76, 248, 313]",,0.0,,0.03,,0.11,,0.56,,0.12,,0.03,
0.16,,"[421, 88, 255, 322]",,0.0,,0.11,,0.01,,0.43,,0.15,,0.14,
0.15,,"[422, 88, 256, 322]",,0.0,,0.1,,0.01,,0.39,,0.15,,0.19,
0.25,,"[422, 87, 258, 326]",,0.0,,0.11,,0.01,,0.4,,0.14,,0.1,
0.28,,"[422, 87, 257, 325]",,0.0,,0.09,,0.01,,0.43,,0.12,,0.07,
0.04,,"[390, 83, 258, 324]",,0.0,,0.01,,0.0,,0.83,,0.11,,0.0,
0.05,,"[391, 83, 256, 324]",,0.0,,0.01,,0.0,,0.82,,0.12,,0.0,
0.15,,"[387, 79, 260, 328]",,0.0,,0.03,,0.0,,0.67,,0.15,,0.0,
0.15,,"[387, 79, 260, 328]",,0.0,,0.03,,0.0,,0.66,,0.15,,0.0,
0.06,,"[375, 73, 264, 329]",,0.0,,0.02,,0.0,,0.77,,0.14,,0.0,
0.08,,"[376, 74, 263, 329]",,0.0,,0.02,,0.0,,0.77,,0.12,,0.0,
0.11,,"[371, 73, 264, 329]",,0.0,,0.02,,0.0,,0.71,,0.15,,0.0,
0.11,,"[371, 73, 264, 329]",,0.0,,0.02,,0.0,,0.7,,0.15,,0.0,
0.11,,"[380, 98, 243, 308]",,0.0,,0.02,,0.0,,0.76,,0.11,,0.0,
0.13,,"[373, 106, 235, 305]",,0.0,,0.02,,0.0,,0.76,,0.09,,0.0,
0.14,,"[373, 106, 235, 305]",,0.0,,0.02,,0.0,,0.75,,0.09,,0.0,
0.06,,"[373, 92, 253, 321]",,0.0,,0.03,,0.0,,0.78,,0.13,,0.0,
0.1,,"[375, 108, 244, 315]",,0.0,,0.03,,0.0,,0.77,,0.1,,0.0,
0.1,,"[375, 108, 245, 315]",,0.0,,0.03,,0.0,,0.76,,0.1,,0.0,
0.02,,"[363, 93, 260, 336]",,0.0,,0.01,,0.02,,0.88,,0.07,,0.0,
0.02,,"[355, 103, 267, 335]",,0.0,,0.01,,0.03,,0.83,,0.1,,0.0,
0.03,,"[355, 103, 267, 334]",,0.0,,0.01,,0.03,,0.85,,0.08,,0.0,
0.03,,"[356, 104, 266, 333]",,0.0,,0.01,,0.01,,0.85,,0.1,,0.0,
0.05,,"[361, 108, 255, 330]",,0.0,,0.01,,0.02,,0.83,,0.09,,0.0,
0.05,,"[361, 108, 255, 330]",,0.0,,0.01,,0.02,,0.83,,0.09,,0.0,
0.06,,"[360, 112, 255, 330]",,0.0,,0.02,,0.01,,0.77,,0.14,,0.0,
0.08,0.12,"[361, 113, 256, 332]","[605, 152, 29, 34]",0.0,0.01,0.02,0.1,0.01,0.43,0.74,0.17,0.14,0.15,0.01,0.01
0.04,,"[355, 114, 268, 341]",,0.0,,0.02,,0.0,,0.86,,0.07,,0.0,
0.06,,"[355, 118, 264, 331]",,0.0,,0.02,,0.01,,0.86,,0.06,,0.0,
0.06,,"[354, 112, 263, 336]",,0.0,,0.02,,0.01,,0.83,,0.09,,0.0,
0.03,,"[351, 109, 267, 341]",,0.0,,0.02,,0.01,,0.84,,0.09,,0.02,
0.05,,"[353, 111, 266, 339]",,0.0,,0.03,,0.01,,0.78,,0.11,,0.03,
0.06,,"[351, 112, 271, 349]",,0.0,,0.02,,0.0,,0.82,,0.09,,0.0,
0.09,,"[351, 113, 269, 347]",,0.0,,0.03,,0.0,,0.75,,0.12,,0.01,
0.1,,"[359, 109, 262, 338]",,0.0,,0.1,,0.01,,0.55,,0.19,,0.05,
0.04,,"[367, 106, 256, 339]",,0.0,,0.03,,0.0,,0.78,,0.14,,0.01,
0.04,,"[360, 102, 261, 337]",,0.0,,0.03,,0.0,,0.82,,0.1,,0.01,
0.05,,"[359, 103, 262, 336]",,0.0,,0.02,,0.0,,0.81,,0.1,,0.0,
0.03,,"[366, 99, 260, 323]",,0.0,,0.03,,0.0,,0.88,,0.06,,0.0,
0.03,,"[366, 99, 260, 323]",,0.0,,0.03,,0.0,,0.87,,0.06,,0.0,
0.04,,"[367, 95, 256, 318]",,0.0,,0.02,,0.0,,0.9,,0.04,,0.0,
0.02,,"[369, 74, 258, 330]",,0.0,,0.01,,0.0,,0.89,,0.08,,0.0,
0.02,,"[367, 72, 260, 331]",,0.0,,0.01,,0.0,,0.88,,0.08,,0.0,
0.03,,"[382, 76, 244, 315]",,0.0,,0.03,,0.0,,0.62,,0.32,,0.0,
0.03,,"[385, 77, 238, 300]",,0.0,,0.03,,0.0,,0.54,,0.39,,0.0,
0.02,,"[383, 68, 250, 311]",,0.0,,0.01,,0.0,,0.74,,0.24,,0.0,
0.03,,"[385, 73, 242, 302]",,0.0,,0.02,,0.0,,0.6,,0.34,,0.0,
0.04,,"[384, 73, 241, 302]",,0.0,,0.02,,0.0,,0.58,,0.35,,0.0,
0.08,,"[385, 77, 245, 308]",,0.0,,0.05,,0.0,,0.51,,0.36,,0.0,
0.12,,"[388, 73, 249, 324]",,0.01,,0.12,,0.0,,0.25,,0.49,,0.01,
0.1,,"[388, 72, 249, 324]",,0.0,,0.13,,0.0,,0.31,,0.45,,0.01,
0.07,,"[395, 76, 250, 323]",,0.0,,0.11,,0.0,,0.41,,0.41,,0.01,
0.07,,"[395, 76, 250, 323]",,0.0,,0.11,,0.0,,0.41,,0.41,,0.01,
0.04,,"[393, 77, 248, 323]",,0.0,,0.05,,0.0,,0.45,,0.46,,0.0,
0.04,,"[393, 77, 248, 323]",,0.0,,0.05,,0.0,,0.45,,0.46,,0.0,
0.04,,"[395, 76, 252, 323]",,0.0,,0.09,,0.0,,0.47,,0.4,,0.0,
0.04,,"[393, 77, 252, 321]",,0.0,,0.07,,0.0,,0.48,,0.41,,0.0,
0.04,,"[414, 79, 239, 310]",,0.0,,0.05,,0.0,,0.62,,0.29,,0.0,
0.03,,"[413, 78, 239, 311]",,0.0,,0.05,,0.0,,0.66,,0.26,,0.0,
0.06,,"[411, 75, 242, 313]",,0.0,,0.04,,0.0,,0.55,,0.35,,0.0,
0.06,,"[411, 75, 242, 313]",,0.0,,0.04,,0.0,,0.56,,0.34,,0.0,
0.09,,"[406, 72, 248, 320]",,0.0,,0.07,,0.0,,0.44,,0.39,,0.01,
0.1,,"[405, 72, 248, 320]",,0.0,,0.07,,0.0,,0.47,,0.34,,0.01,
0.05,,"[413, 76, 243, 319]",,0.0,,0.06,,0.0,,0.49,,0.38,,0.01,
0.05,,"[414, 76, 242, 319]",,0.0,,0.05,,0.0,,0.42,,0.47,,0.01,
0.09,,"[412, 70, 250, 334]",,0.0,,0.1,,0.0,,0.41,,0.38,,0.01,
0.1,,"[412, 70, 250, 334]",,0.0,,0.11,,0.0,,0.4,,0.38,,0.01,
0.11,,"[416, 76, 246, 332]",,0.0,,0.07,,0.0,,0.39,,0.42,,0.01,
0.09,,"[417, 76, 246, 332]",,0.0,,0.11,,0.0,,0.22,,0.57,,0.01,
0.05,,"[409, 69, 258, 351]",,0.0,,0.09,,0.0,,0.23,,0.61,,0.02,
0.05,,"[410, 69, 258, 352]",,0.0,,0.08,,0.0,,0.32,,0.54,,0.01,
0.07,,"[411, 72, 252, 336]",,0.0,,0.1,,0.0,,0.35,,0.47,,0.01,
0.09,,"[412, 74, 250, 333]",,0.0,,0.11,,0.0,,0.47,,0.3,,0.02,
0.05,,"[426, 79, 247, 327]",,0.0,,0.04,,0.0,,0.57,,0.33,,0.01,
0.05,,"[426, 79, 246, 327]",,0.0,,0.04,,0.0,,0.58,,0.32,,0.01,
0.05,,"[430, 78, 244, 324]",,0.0,,0.04,,0.0,,0.66,,0.25,,0.0,
0.05,,"[430, 78, 244, 324]",,0.0,,0.04,,0.0,,0.66,,0.25,,0.0,
0.07,,"[435, 75, 239, 319]",,0.0,,0.02,,0.0,,0.72,,0.19,,0.0,
0.07,,"[435, 75, 239, 319]",,0.0,,0.02,,0.0,,0.72,,0.18,,0.0,
0.22,,"[436, 71, 248, 328]",,0.0,,0.07,,0.0,,0.47,,0.24,,0.0,
0.22,,"[436, 71, 248, 328]",,0.0,,0.07,,0.0,,0.47,,0.24,,0.0,
0.13,,"[432, 72, 255, 330]",,0.0,,0.22,,0.0,,0.37,,0.27,,0.01,
0.13,,"[433, 72, 253, 330]",,0.0,,0.23,,0.0,,0.37,,0.26,,0.01,
0.16,,"[434, 83, 254, 332]",,0.0,,0.26,,0.0,,0.37,,0.14,,0.07,
0.15,,"[434, 82, 254, 333]",,0.0,,0.25,,0.0,,0.38,,0.16,,0.06,
0.14,,"[440, 86, 251, 338]",,0.0,,0.17,,0.0,,0.3,,0.18,,0.22,
0.1,,"[449, 99, 241, 321]",,0.0,,0.06,,0.0,,0.46,,0.11,,0.25,
0.09,,"[439, 88, 260, 350]",,0.0,,0.06,,0.0,,0.63,,0.21,,0.02,
0.08,,"[439, 88, 260, 350]",,0.0,,0.05,,0.0,,0.65,,0.2,,0.02,
0.11,,"[441, 93, 257, 361]",,0.0,,0.08,,0.0,,0.43,,0.37,,0.01,
0.11,,"[440, 94, 258, 360]",,0.0,,0.09,,0.0,,0.4,,0.39,,0.02,
0.11,,"[444, 121, 251, 332]",,0.0,,0.35,,0.0,,0.25,,0.21,,0.07,
0.11,,"[445, 117, 252, 339]",,0.0,,0.14,,0.0,,0.43,,0.27,,0.05,
0.11,,"[447, 123, 249, 333]",,0.0,,0.23,,0.0,,0.41,,0.22,,0.04,
0.14,,"[447, 122, 249, 334]",,0.0,,0.24,,0.0,,0.37,,0.22,,0.03,
0.04,,"[442, 117, 259, 345]",,0.0,,0.06,,0.0,,0.7,,0.2,,0.01,
0.04,,"[442, 118, 259, 343]",,0.0,,0.05,,0.0,,0.72,,0.19,,0.01,
0.06,,"[451, 122, 251, 339]",,0.0,,0.09,,0.0,,0.61,,0.22,,0.02,
0.07,,"[451, 124, 250, 337]",,0.0,,0.18,,0.0,,0.48,,0.23,,0.04,
0.06,,"[449, 122, 250, 341]",,0.0,,0.07,,0.0,,0.65,,0.21,,0.01,
0.06,,"[449, 123, 251, 339]",,0.0,,0.08,,0.0,,0.62,,0.23,,0.02,
0.05,,"[453, 123, 251, 340]",,0.0,,0.08,,0.0,,0.64,,0.2,,0.03,
0.05,,"[454, 123, 251, 340]",,0.0,,0.06,,0.0,,0.64,,0.24,,0.02,
0.03,,"[443, 114, 260, 353]",,0.0,,0.03,,0.0,,0.8,,0.13,,0.01,
0.03,,"[442, 117, 254, 345]",,0.0,,0.09,,0.0,,0.7,,0.15,,0.02,
0.07,,"[446, 103, 187, 240]",,0.0,,0.03,,0.01,,0.43,,0.44,,0.01,
0.07,,"[446, 103, 187, 240]",,0.0,,0.03,,0.01,,0.43,,0.44,,0.01,
0.12,,"[441, 112, 181, 234]",,0.0,,0.07,,0.06,,0.27,,0.4,,0.08,
0.14,,"[442, 113, 180, 233]",,0.0,,0.06,,0.04,,0.24,,0.45,,0.06,
0.18,,"[434, 119, 184, 236]",,0.0,,0.13,,0.02,,0.24,,0.42,,0.02,
0.15,,"[434, 119, 184, 237]",,0.0,,0.1,,0.02,,0.26,,0.45,,0.02,
0.22,,"[432, 122, 182, 233]",,0.0,,0.08,,0.03,,0.24,,0.42,,0.01,
0.26,,"[433, 123, 183, 232]",,0.0,,0.11,,0.03,,0.28,,0.29,,0.03,
0.22,0.07,"[416, 106, 187, 247]","[443, 495, 52, 67]",0.0,0.0,0.08,0.04,0.01,0.03,0.28,0.03,0.37,0.78,0.04,0.05
0.3,,"[414, 106, 188, 248]",,0.0,,0.09,,0.02,,0.25,,0.29,,0.05,
0.12,,"[403, 97, 195, 247]",,0.0,,0.06,,0.0,,0.54,,0.27,,0.01,
0.13,,"[403, 97, 194, 247]",,0.0,,0.07,,0.0,,0.53,,0.27,,0.01,
0.26,0.07,"[398, 96, 188, 240]","[443, 495, 52, 67]",0.02,0.0,0.08,0.04,0.0,0.03,0.41,0.03,0.23,0.77,0.0,0.05
0.24,0.07,"[398, 96, 187, 240]","[444, 495, 51, 67]",0.01,0.0,0.07,0.04,0.0,0.03,0.44,0.03,0.23,0.77,0.0,0.05
0.36,,"[397, 87, 187, 246]",,0.01,,0.09,,0.0,,0.24,,0.29,,0.01,
0.26,,"[396, 87, 187, 246]",,0.01,,0.05,,0.0,,0.35,,0.33,,0.01,
0.14,,"[404, 82, 185, 252]",,0.0,,0.08,,0.0,,0.29,,0.48,,0.01,
0.13,,"[405, 82, 184, 252]",,0.0,,0.09,,0.0,,0.28,,0.49,,0.01,
0.15,,"[406, 83, 183, 245]",,0.0,,0.11,,0.0,,0.36,,0.36,,0.01,
0.14,,"[406, 83, 183, 245]",,0.0,,0.1,,0.0,,0.39,,0.35,,0.01,
0.03,,"[411, 85, 180, 236]",,0.0,,0.01,,0.0,,0.86,,0.09,,0.0,
0.07,,"[406, 85, 183, 238]",,0.0,,0.02,,0.0,,0.73,,0.18,,0.0,
0.03,,"[405, 92, 181, 234]",,0.0,,0.02,,0.01,,0.79,,0.14,,0.0,
0.03,,"[404, 91, 182, 235]",,0.0,,0.03,,0.01,,0.81,,0.12,,0.0,
0.02,,"[403, 95, 179, 232]",,0.0,,0.02,,0.01,,0.83,,0.12,,0.0,
0.02,,"[403, 95, 179, 232]",,0.0,,0.02,,0.01,,0.83,,0.12,,0.0,
0.02,,"[401, 97, 184, 234]",,0.0,,0.01,,0.01,,0.84,,0.12,,0.0,
0.02,,"[402, 97, 183, 234]",,0.0,,0.01,,0.01,,0.85,,0.11,,0.0,
0.07,,"[401, 103, 183, 234]",,0.0,,0.04,,0.02,,0.6,,0.26,,0.02,
0.06,,"[402, 104, 182, 233]",,0.0,,0.05,,0.03,,0.64,,0.18,,0.04,
0.06,,"[402, 105, 183, 234]",,0.0,,0.03,,0.02,,0.63,,0.23,,0.02,
0.05,,"[402, 105, 183, 235]",,0.0,,0.02,,0.02,,0.74,,0.15,,0.02,
0.02,,"[403, 104, 185, 245]",,0.0,,0.01,,0.0,,0.8,,0.16,,0.0,
0.02,,"[403, 104, 185, 245]",,0.0,,0.01,,0.0,,0.79,,0.17,,0.0,
0.1,,"[401, 100, 188, 251]",,0.0,,0.04,,0.01,,0.52,,0.32,,0.01,
0.1,,"[401, 100, 189, 250]",,0.0,,0.04,,0.01,,0.56,,0.28,,0.01,
0.06,,"[404, 98, 187, 249]",,0.0,,0.02,,0.01,,0.64,,0.27,,0.0,
0.06,,"[404, 98, 187, 249]",,0.0,,0.02,,0.01,,0.64,,0.27,,0.0,
0.04,,"[410, 100, 180, 240]",,0.0,,0.02,,0.01,,0.75,,0.17,,0.01,
0.04,,"[410, 100, 179, 240]",,0.0,,0.02,,0.01,,0.75,,0.17,,0.01,
0.01,,"[411, 102, 182, 242]",,0.0,,0.01,,0.0,,0.89,,0.09,,0.0,
0.01,,"[411, 102, 181, 241]",,0.0,,0.01,,0.0,,0.89,,0.09,,0.0,
0.01,,"[412, 105, 181, 239]",,0.0,,0.01,,0.0,,0.93,,0.06,,0.0,
0.01,,"[412, 105, 180, 239]",,0.0,,0.01,,0.0,,0.93,,0.05,,0.0,
0.01,,"[407, 106, 191, 245]",,0.0,,0.02,,0.0,,0.79,,0.18,,0.0,
0.01,,"[407, 106, 190, 245]",,0.0,,0.02,,0.0,,0.79,,0.18,,0.0,
0.03,,"[408, 117, 188, 242]",,0.0,,0.08,,0.01,,0.35,,0.14,,0.39,
0.04,,"[406, 115, 189, 246]",,0.0,,0.07,,0.0,,0.35,,0.22,,0.31,
0.09,,"[407, 128, 175, 232]",,0.0,,0.1,,0.0,,0.28,,0.25,,0.27,
0.06,,"[407, 128, 174, 231]",,0.0,,0.11,,0.0,,0.26,,0.25,,0.32,
0.17,,"[404, 110, 197, 260]",,0.0,,0.05,,0.0,,0.37,,0.33,,0.09,
0.09,,"[403, 110, 199, 261]",,0.0,,0.03,,0.0,,0.5,,0.31,,0.06,
0.04,,"[401, 105, 203, 272]",,0.0,,0.01,,0.0,,0.8,,0.13,,0.01,
0.04,,"[401, 105, 203, 272]",,0.0,,0.01,,0.0,,0.8,,0.14,,0.01,
0.02,,"[403, 105, 201, 271]",,0.0,,0.01,,0.0,,0.82,,0.15,,0.0,
0.02,,"[402, 105, 203, 271]",,0.0,,0.01,,0.0,,0.82,,0.14,,0.0,
0.04,,"[420, 115, 181, 242]",,0.0,,0.01,,0.0,,0.78,,0.16,,0.01,
0.04,,"[420, 115, 181, 242]",,0.0,,0.01,,0.0,,0.77,,0.17,,0.01,
0.01,,"[407, 110, 199, 261]",,0.0,,0.01,,0.0,,0.8,,0.17,,0.0,
0.01,,"[407, 110, 199, 261]",,0.0,,0.01,,0.0,,0.8,,0.18,,0.0,
0.01,,"[406, 107, 200, 265]",,0.0,,0.0,,0.0,,0.83,,0.15,,0.0,
0.01,,"[406, 107, 200, 265]",,0.0,,0.0,,0.0,,0.83,,0.15,,0.0,
0.01,,"[409, 105, 200, 273]",,0.0,,0.0,,0.0,,0.94,,0.05,,0.0,
0.01,,"[409, 105, 200, 273]",,0.0,,0.0,,0.0,,0.93,,0.06,,0.0,
0.19,,"[405, 65, 190, 259]",,0.0,,0.05,,0.0,,0.46,,0.29,,0.01,
0.3,,"[405, 67, 189, 256]",,0.02,,0.06,,0.0,,0.24,,0.37,,0.01,
0.23,,"[401, 61, 193, 263]",,0.0,,0.09,,0.0,,0.41,,0.26,,0.0,
0.25,,"[401, 62, 193, 262]",,0.0,,0.11,,0.0,,0.3,,0.34,,0.0,
0.2,,"[399, 59, 192, 257]",,0.0,,0.05,,0.0,,0.59,,0.16,,0.0,
0.19,,"[399, 59, 192, 257]",,0.0,,0.05,,0.0,,0.59,,0.16,,0.0,
0.13,,"[398, 65, 190, 258]",,0.0,,0.13,,0.0,,0.52,,0.21,,0.01,
0.13,,"[398, 65, 190, 258]",,0.0,,0.13,,0.0,,0.52,,0.21,,0.01,
0.1,,"[402, 73, 184, 250]",,0.0,,0.05,,0.0,,0.62,,0.22,,0.01,
0.1,,"[402, 73, 185, 250]",,0.0,,0.04,,0.0,,0.69,,0.17,,0.01,
0.14,,"[400, 73, 188, 251]",,0.0,,0.13,,0.0,,0.38,,0.34,,0.01,
0.14,,"[400, 73, 188, 251]",,0.0,,0.12,,0.0,,0.4,,0.33,,0.01,
0.14,,"[400, 72, 190, 253]",,0.0,,0.11,,0.0,,0.43,,0.32,,0.01,
0.2,,"[399, 72, 190, 253]",,0.0,,0.11,,0.0,,0.41,,0.28,,0.01,
0.07,,"[401, 72, 192, 253]",,0.0,,0.08,,0.0,,0.56,,0.29,,0.0,
0.07,,"[401, 73, 192, 253]",,0.0,,0.05,,0.0,,0.66,,0.22,,0.0,
0.16,,"[409, 76, 184, 241]",,0.0,,0.08,,0.0,,0.4,,0.36,,0.0,
0.11,,"[405, 72, 189, 249]",,0.0,,0.05,,0.0,,0.46,,0.38,,0.0,
0.16,,"[411, 69, 184, 238]",,0.0,,0.09,,0.0,,0.45,,0.29,,0.0,
0.17,,"[411, 69, 184, 238]",,0.0,,0.09,,0.0,,0.45,,0.29,,0.0,
0.07,,"[413, 69, 180, 231]",,0.0,,0.08,,0.0,,0.44,,0.4,,0.0,
0.07,,"[413, 69, 180, 231]",,0.0,,0.08,,0.0,,0.44,,0.4,,0.0,
0.09,,"[416, 59, 191, 247]",,0.0,,0.05,,0.0,,0.57,,0.29,,0.01,
0.12,,"[417, 60, 192, 246]",,0.0,,0.07,,0.0,,0.45,,0.35,,0.01,
0.07,,"[428, 66, 178, 238]",,0.0,,0.03,,0.0,,0.53,,0.36,,0.0,
0.07,,"[427, 66, 179, 238]",,0.0,,0.03,,0.0,,0.53,,0.36,,0.0,
0.08,,"[431, 67, 183, 238]",,0.0,,0.03,,0.0,,0.62,,0.26,,0.0,
0.09,,"[430, 67, 183, 238]",,0.0,,0.04,,0.0,,0.57,,0.3,,0.0,
0.03,,"[430, 76, 186, 241]",,0.0,,0.02,,0.0,,0.58,,0.37,,0.0,
0.05,,"[429, 76, 185, 240]",,0.0,,0.02,,0.0,,0.61,,0.32,,0.0,
0.18,,"[435, 81, 180, 233]",,0.0,,0.04,,0.0,,0.27,,0.51,,0.0,
0.14,,"[434, 81, 180, 233]",,0.0,,0.03,,0.0,,0.37,,0.46,,0.0,
0.12,,"[436, 79, 182, 236]",,0.0,,0.04,,0.0,,0.23,,0.62,,0.0,
0.13,,"[436, 78, 182, 237]",,0.0,,0.03,,0.0,,0.26,,0.58,,0.0,
0.07,,"[437, 78, 188, 239]",,0.0,,0.02,,0.0,,0.55,,0.36,,0.0,
0.06,,"[437, 78, 188, 240]",,0.0,,0.02,,0.0,,0.49,,0.42,,0.0,
0.02,,"[442, 91, 178, 234]",,0.0,,0.0,,0.0,,0.85,,0.13,,0.0,
0.03,,"[442, 91, 178, 233]",,0.0,,0.01,,0.0,,0.82,,0.14,,0.0,
0.01,,"[439, 85, 192, 248]",,0.0,,0.0,,0.0,,0.89,,0.1,,0.0,
0.01,,"[439, 85, 192, 248]",,0.0,,0.0,,0.0,,0.89,,0.09,,0.0,
0.01,,"[436, 91, 195, 248]",,0.0,,0.0,,0.0,,0.91,,0.08,,0.0,
0.01,,"[436, 91, 195, 248]",,0.0,,0.0,,0.0,,0.91,,0.08,,0.0,
0.01,,"[442, 99, 190, 241]",,0.0,,0.01,,0.0,,0.88,,0.09,,0.0,
0.01,,"[442, 99, 190, 241]",,0.0,,0.01,,0.0,,0.88,,0.09,,0.0,
0.02,,"[441, 86, 191, 259]",,0.0,,0.03,,0.0,,0.64,,0.29,,0.02,
0.01,,"[441, 85, 191, 260]",,0.0,,0.02,,0.0,,0.69,,0.27,,0.01,
0.03,,"[441, 85, 191, 259]",,0.0,,0.07,,0.01,,0.62,,0.17,,0.11,
0.02,,"[443, 85, 188, 256]",,0.0,,0.05,,0.0,,0.71,,0.17,,0.05,
0.03,,"[450, 89, 188, 242]",,0.0,,0.05,,0.0,,0.7,,0.18,,0.04,
0.02,,"[451, 88, 188, 246]",,0.0,,0.04,,0.0,,0.74,,0.16,,0.03,
0.09,,"[441, 74, 189, 249]",,0.0,,0.04,,0.0,,0.53,,0.33,,0.01,
0.07,,"[441, 73, 189, 250]",,0.0,,0.03,,0.0,,0.54,,0.36,,0.01,
0.1,,"[439, 71, 190, 252]",,0.0,,0.03,,0.0,,0.4,,0.47,,0.0,
0.1,,"[440, 71, 189, 252]",,0.0,,0.03,,0.0,,0.43,,0.44,,0.0,
0.08,,"[441, 81, 184, 241]",,0.0,,0.02,,0.0,,0.72,,0.18,,0.0,
0.05,,"[444, 85, 181, 236]",,0.0,,0.01,,0.0,,0.84,,0.1,,0.0,
0.06,,"[444, 72, 183, 246]",,0.0,,0.02,,0.0,,0.74,,0.18,,0.0,
0.12,,"[444, 72, 183, 247]",,0.0,,0.03,,0.0,,0.67,,0.18,,0.0,
0.08,,"[444, 75, 177, 235]",,0.0,,0.01,,0.0,,0.77,,0.14,,0.0,
0.07,,"[445, 76, 176, 234]",,0.0,,0.01,,0.0,,0.81,,0.11,,0.0,
0.31,,"[445, 65, 184, 239]",,0.0,,0.02,,0.0,,0.21,,0.46,,0.0,
0.32,,"[444, 65, 185, 240]",,0.0,,0.02,,0.0,,0.22,,0.43,,0.0,
0.22,,"[447, 69, 188, 246]",,0.0,,0.04,,0.0,,0.3,,0.43,,0.0,
0.13,,"[447, 70, 187, 247]",,0.0,,0.02,,0.0,,0.42,,0.43,,0.0,
0.08,,"[453, 72, 184, 251]",,0.0,,0.01,,0.0,,0.66,,0.26,,0.0,
0.03,,"[455, 73, 183, 248]",,0.0,,0.01,,0.0,,0.78,,0.17,,0.0,
0.14,,"[463, 74, 182, 249]",,0.0,,0.01,,0.0,,0.5,,0.34,,0.0,
0.13,,"[462, 73, 183, 250]",,0.0,,0.01,,0.0,,0.53,,0.33,,0.0,
0.14,,"[462, 76, 182, 249]",,0.0,,0.02,,0.0,,0.65,,0.19,,0.0,
0.14,,"[462, 76, 182, 249]",,0.0,,0.02,,0.0,,0.65,,0.19,,0.0,
0.06,,"[456, 84, 186, 242]",,0.0,,0.01,,0.0,,0.74,,0.19,,0.0,
0.07,,"[457, 85, 185, 241]",,0.0,,0.01,,0.0,,0.78,,0.13,,0.0,
0.05,,"[613, 81, 160, 199]",,0.0,,0.03,,0.05,,0.82,,0.04,,0.02,
0.05,,"[613, 81, 160, 199]",,0.0,,0.03,,0.04,,0.82,,0.03,,0.02,
0.06,,"[610, 78, 165, 204]",,0.0,,0.04,,0.06,,0.72,,0.04,,0.08,
0.06,,"[610, 78, 165, 204]",,0.0,,0.04,,0.06,,0.73,,0.04,,0.07,
0.06,,"[611, 75, 170, 210]",,0.0,,0.05,,0.03,,0.77,,0.09,,0.01,
0.03,,"[609, 76, 168, 205]",,0.0,,0.01,,0.06,,0.84,,0.04,,0.01,
0.03,,"[608, 75, 172, 210]",,0.0,,0.02,,0.02,,0.82,,0.11,,0.0,
0.04,,"[611, 75, 168, 206]",,0.0,,0.02,,0.02,,0.84,,0.08,,0.0,
0.1,,"[610, 73, 171, 209]",,0.0,,0.08,,0.02,,0.64,,0.15,,0.0,
0.11,,"[610, 73, 170, 208]",,0.0,,0.11,,0.02,,0.5,,0.26,,0.0,
0.18,,"[615, 75, 169, 212]",,0.0,,0.07,,0.0,,0.27,,0.48,,0.0,
0.13,,"[614, 73, 172, 219]",,0.0,,0.14,,0.0,,0.15,,0.58,,0.0,
0.1,,"[610, 75, 172, 212]",,0.0,,0.04,,0.0,,0.44,,0.42,,0.0,
0.13,,"[609, 75, 173, 214]",,0.0,,0.04,,0.0,,0.36,,0.47,,0.0,
